Genero;Idoso;Casado;Dependentes;Tempo_como_Cliente;Servico_Celular;Servico_Internet;Servico_Seguranca;Suporte_Tecnico;Servico_TV;Tipo_Contrato;Metodo_Pagamento;Pagamento_Mensal;Total_Pago;Churn
F;False;True;True;31;True;DSL;True;True;True;ONE YEAR;MAILED CHECK;65.60756321839081;2545.75;False
F;False;True;False;1;True;DSL;False;False;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;55.2;True
M;False;False;False;30;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;2723.15;False
F;False;True;True;47;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;4107.25;False
M;False;False;False;54;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;5760.65;False
M;False;False;False;50;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;4747.5;False
M;False;False;False;1;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;84.6;True
F;False;False;False;72;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;1566.9;False
F;False;False;False;29;True;NO;True;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;702.0;False
M;False;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;114.1;True
F;False;False;False;10;True;DSL;False;True;False;TWO YEAR;MAILED CHECK;65.60756321839081;299.05;False
M;False;True;False;18;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1305.95;False
F;True;False;False;11;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1120.3;True
M;False;False;False;16;True;NO;True;True;True;TWO YEAR;MAILED CHECK;65.60756321839081;284.35;False
F;False;False;False;72;True;DSL;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;6350.5;False
M;False;False;False;72;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;7878.3;False
F;False;True;True;41;True;DSL;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;3187.65;False
F;True;True;False;65;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;6126.15;False
F;True;False;False;13;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;731.3;False
M;True;False;False;4;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;273.4;False
M;False;False;False;41;True;DSL;False;False;False;ONE YEAR;MAILED CHECK;65.60756321839081;2531.8;False
M;True;False;False;15;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1074.3;True
M;False;False;False;1;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;48.55;True
M;False;False;False;42;True;FIBER OPTIC;True;False;False;ONE YEAR;ELECTRONIC CHECK;65.60756321839081;4298.45;False
F;False;True;False;51;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;65.60756321839081;4619.55;False
F;False;True;True;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;147.15;True
M;True;True;False;1;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;40.2;True
M;False;False;True;32;True;DSL;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;2633.3;False
M;False;False;False;10;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;193.05;False
F;False;True;True;67;True;DSL;False;True;True;TWO YEAR;ELECTRONIC CHECK;65.60756321839081;4103.9;False
F;False;True;True;61;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;7008.15;False
M;False;False;False;50;True;FIBER OPTIC;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;5791.1;False
F;False;True;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;80.55;True
F;True;True;False;29;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1228.65;False
M;True;False;False;3;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;132.2;True
M;True;False;False;13;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1364.3;True
M;True;True;False;57;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;4925.35;False
F;False;False;False;31;True;DSL;True;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;1520.1;False
F;False;True;False;45;True;FIBER OPTIC;True;True;True;ONE YEAR;MAILED CHECK;65.60756321839081;5032.25;False
F;False;True;True;61;True;DSL;True;True;True;TWO YEAR;MAILED CHECK;65.60756321839081;5526.75;False
M;False;False;False;50;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);65.60756321839081;1195.25;False
F;True;False;False;19;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;2007.25;False
M;False;False;False;59;True;NO;True;True;True;TWO YEAR;MAILED CHECK;65.60756321839081;1099.6;True
F;False;True;False;71;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;1732.95;False
F;True;False;False;16;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1511.2;True
M;False;True;False;57;True;DSL;True;True;False;TWO YEAR;ELECTRONIC CHECK;65.60756321839081;3450.15;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;24.8;True
M;True;True;False;20;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;2172.05;False
M;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;70.6;True
M;False;True;False;5;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;401.1;True
F;False;True;False;52;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;5624.85;True
M;True;True;False;21;True;DSL;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;1339.8;False
M;False;False;False;14;True;DSL;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;771.95;False
F;False;False;False;5;True;DSL;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);65.60756321839081;244.75;False
F;False;False;False;6;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;322.9;False
F;False;False;False;10;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;498.25;False
F;False;False;True;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;25.4;False
F;False;False;False;68;True;DSL;True;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;3687.75;False
M;False;True;True;18;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;1779.95;True
F;False;False;False;22;True;FIBER OPTIC;False;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);65.60756321839081;1783.6;False
F;False;False;False;20;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;927.15;False
M;False;True;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;70.0;True
M;True;False;False;8;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;606.55;True
M;False;False;False;10;True;DSL;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);65.60756321839081;435.4;True
M;True;False;False;24;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;1712.7;True
M;False;False;False;35;True;DSL;True;False;False;ONE YEAR;MAILED CHECK;65.60756321839081;2021.2;False
M;False;True;True;23;True;FIBER OPTIC;False;True;False;ONE YEAR;MAILED CHECK;65.60756321839081;1940.8;False
F;True;False;False;6;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;567.8;False
F;False;False;False;12;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;220.35;False
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;20.25;False
F;False;True;True;71;True;FIBER OPTIC;False;False;False;TWO YEAR;ELECTRONIC CHECK;65.60756321839081;5436.45;False
M;True;True;False;35;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;3437.5;False
M;False;True;True;40;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;65.60756321839081;3015.75;False
F;False;False;True;1;True;FIBER OPTIC;True;False;False;MONTH-TO-MONTH;MAILED CHECK;65.60756321839081;73.6;True
M;False;False;False;23;True;DSL;False;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);64.9;1509.8;False
F;True;False;False;4;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.45;396.1;True
M;False;False;False;4;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;90.4;356.65;False
F;False;True;True;68;True;DSL;False;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);60.3;4109.0;False
M;False;False;True;38;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;81.85;3141.7;False
M;False;True;True;52;True;NO;True;True;True;TWO YEAR;MAILED CHECK;24.8;1229.1;False
M;True;True;False;32;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;74.9;2303.35;True
M;False;True;True;29;True;DSL;False;True;True;TWO YEAR;MAILED CHECK;75.55;2054.4;False
M;True;True;True;38;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;101.15;3741.85;False
M;False;False;True;48;True;DSL;True;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);78.75;3682.45;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);19.25;19.25;False
F;False;False;False;22;True;FIBER OPTIC;True;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;89.05;1886.25;False
F;False;False;False;43;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);115.05;4895.1;False
F;True;True;False;5;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;69.35;341.6;False
M;False;False;False;5;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;80.6;415.55;True
M;False;True;True;51;True;FIBER OPTIC;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);110.05;5686.4;False
M;False;False;False;71;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.9;1355.1;False
F;False;True;True;38;True;DSL;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);80.3;3058.65;True
M;True;True;False;24;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;93.15;2231.05;True
M;False;True;False;35;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);91.5;3236.35;False
F;True;False;False;54;True;DSL;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);82.45;4350.1;True
F;False;True;True;72;True;DSL;False;True;True;TWO YEAR;ELECTRONIC CHECK;60.0;4264.0;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;44.8;44.8;False
F;False;True;True;9;True;DSL;True;False;False;ONE YEAR;MAILED CHECK;48.6;422.3;False
M;False;False;False;69;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);60.05;4176.7;False
F;False;True;False;52;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);102.7;5138.1;False
F;True;True;False;11;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;82.9;880.05;False
F;True;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;70.35;139.05;True
F;True;True;True;28;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;35.9;973.65;False
F;True;False;False;17;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);82.65;1470.05;False
F;False;True;True;35;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.85;739.35;False
F;False;False;False;8;True;NO;True;True;True;ONE YEAR;MAILED CHECK;19.2;161.95;False
M;False;False;False;46;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);94.9;4422.95;False
F;False;False;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;73.85;511.25;True
F;False;False;False;2;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;80.6;155.8;True
M;False;True;True;68;True;DSL;False;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);75.8;5293.95;True
F;False;False;False;43;True;FIBER OPTIC;False;False;True;TWO YEAR;ELECTRONIC CHECK;104.6;4759.85;True
F;False;False;False;68;True;DSL;True;True;True;TWO YEAR;ELECTRONIC CHECK;88.15;6148.45;False
F;False;False;False;36;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);94.8;3565.65;False
M;False;True;False;63;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;103.4;6603.0;True
F;True;False;False;32;True;DSL;False;True;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);54.65;1830.1;False
F;False;True;False;71;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);85.75;6223.8;False
F;False;True;True;66;True;DSL;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);67.45;4508.65;False
M;False;False;False;63;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.5;1328.15;False
F;False;False;True;41;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.25;865.0;False
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;72.1;72.1;False
F;False;False;False;2;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;90.4;168.2;True
F;False;True;False;70;True;NO;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.45;1303.5;False
F;False;False;False;23;True;DSL;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;44.95;996.85;False
F;True;True;False;64;True;FIBER OPTIC;True;False;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);97.0;6430.9;False
M;False;True;True;37;True;DSL;True;True;False;TWO YEAR;CREDIT CARD (AUTOMATIC);62.8;2278.75;False
M;False;False;True;17;True;DSL;False;False;False;ONE YEAR;MAILED CHECK;44.6;681.4;False
F;True;False;False;7;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;89.15;574.35;False
M;False;True;True;4;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);84.8;371.9;True
F;True;False;False;21;True;DSL;True;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;41.9;840.1;True
F;False;False;False;10;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);80.25;846.0;True
F;True;False;False;16;True;DSL;True;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;54.1;889.0;False
M;False;True;False;64;True;FIBER OPTIC;False;True;True;TWO YEAR;ELECTRONIC CHECK;105.25;6823.4;False
M;True;True;False;27;True;DSL;True;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);30.75;805.1;True
M;False;True;True;42;True;FIBER OPTIC;True;False;True;ONE YEAR;ELECTRONIC CHECK;97.1;4016.75;False
M;False;False;True;5;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;20.2;83.75;False
F;False;False;False;41;True;FIBER OPTIC;False;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);98.8;3959.15;False
M;False;True;False;58;True;DSL;False;False;False;ONE YEAR;CREDIT CARD (AUTOMATIC);50.3;2878.55;False
F;False;False;False;47;True;NO;True;True;True;TWO YEAR;MAILED CHECK;20.55;945.7;False
M;False;False;False;18;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.9;1373.05;False
M;False;False;False;5;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);96.5;492.55;True
M;False;True;False;23;True;DSL;True;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);59.95;1406.0;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.15;19.15;False
M;False;True;False;71;True;FIBER OPTIC;False;False;True;ONE YEAR;CREDIT CARD (AUTOMATIC);98.65;6962.85;False
M;False;True;True;72;True;FIBER OPTIC;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);112.6;8126.65;False
M;False;True;True;33;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.6;690.25;False
M;False;False;False;2;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;85.65;181.5;True
M;False;False;True;24;True;DSL;True;True;False;TWO YEAR;MAILED CHECK;35.75;830.8;False
F;False;True;True;56;True;FIBER OPTIC;False;True;False;ONE YEAR;CREDIT CARD (AUTOMATIC);99.75;5608.4;False
M;False;False;False;37;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);96.1;3646.8;False
F;False;False;False;43;True;DSL;False;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);85.1;3662.25;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;25.35;25.35;False
F;False;True;False;25;True;FIBER OPTIC;False;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);104.95;2566.5;True
F;False;False;False;61;True;DSL;True;True;True;TWO YEAR;ELECTRONIC CHECK;89.65;5308.7;False
M;False;False;False;17;True;FIBER OPTIC;False;True;False;ONE YEAR;ELECTRONIC CHECK;86.75;1410.25;False
F;False;True;False;41;True;FIBER OPTIC;False;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);86.2;3339.05;False
M;False;False;False;1;True;DSL;False;False;False;MONTH-TO-MONTH;MAILED CHECK;50.65;50.65;True
M;True;True;True;72;True;DSL;True;True;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);64.8;4732.35;False
M;False;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);90.85;90.85;True
M;False;False;False;48;True;FIBER OPTIC;False;False;True;TWO YEAR;BANK TRANSFER (AUTOMATIC);108.1;5067.45;False
M;True;True;False;11;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.95;214.75;True
F;True;True;False;55;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;85.45;4874.7;True
F;False;False;False;42;True;DSL;True;True;False;ONE YEAR;ELECTRONIC CHECK;54.75;2348.45;False
M;False;False;False;44;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;MAILED CHECK;90.4;4063.0;False
M;False;False;True;1;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;44.0;44.0;False
F;False;False;False;27;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.6;2595.25;False
M;True;True;False;27;True;DSL;False;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);84.8;2309.55;False
F;True;False;False;2;True;DSL;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;44.3;89.3;False
F;False;False;False;19;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.9;367.55;False
F;True;True;False;42;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;ELECTRONIC CHECK;95.05;3944.5;False
F;False;False;False;66;True;DSL;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);90.05;5965.95;False
M;True;True;False;33;True;FIBER OPTIC;True;True;True;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);109.9;3694.7;False
F;False;False;False;34;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);73.95;2524.45;True
M;True;False;False;33;True;DSL;False;True;True;MONTH-TO-MONTH;ELECTRONIC CHECK;54.6;1803.7;False
F;False;True;True;23;True;NO;True;True;True;ONE YEAR;MAILED CHECK;20.05;415.1;False
F;False;False;False;32;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.75;624.15;False
F;False;False;False;11;True;NO;True;True;True;ONE YEAR;CREDIT CARD (AUTOMATIC);20.05;237.7;False
M;False;True;True;69;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);99.45;7007.6;True
F;False;True;False;68;True;DSL;True;True;False;ONE YEAR;BANK TRANSFER (AUTOMATIC);55.9;3848.8;False
M;False;False;False;20;True;NO;True;True;True;TWO YEAR;MAILED CHECK;19.7;419.4;False
M;False;False;False;72;True;NO;True;True;True;TWO YEAR;CREDIT CARD (AUTOMATIC);19.8;1468.75;False
M;False;True;True;60;True;FIBER OPTIC;True;False;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);95.4;5812.0;False
M;True;True;True;32;True;FIBER OPTIC;False;False;True;MONTH-TO-MONTH;MAILED CHECK;93.95;2861.45;False
F;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.9;19.9;True
M;False;False;False;1;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;19.6;19.6;True
M;True;False;False;3;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;81.35;233.7;True
F;False;True;False;46;True;NO;True;True;True;ONE YEAR;BANK TRANSFER (AUTOMATIC);24.45;1066.15;False
F;False;True;False;29;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;74.95;2149.05;False
M;False;False;False;51;True;FIBER OPTIC;False;True;False;MONTH-TO-MONTH;ELECTRONIC CHECK;87.35;4473.0;False
F;True;True;False;48;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);70.65;3545.05;False
F;False;True;True;16;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);73.25;1195.75;False
M;False;True;False;70;True;FIBER OPTIC;False;True;False;TWO YEAR;BANK TRANSFER (AUTOMATIC);98.7;6858.9;False
F;False;True;True;40;True;NO;True;True;True;TWO YEAR;MAILED CHECK;24.8;1024.7;False
F;False;True;True;22;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;ELECTRONIC CHECK;83.3;1845.9;True
F;True;False;False;1;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.3;75.3;True
F;False;True;True;5;True;NO;True;True;True;MONTH-TO-MONTH;MAILED CHECK;24.3;132.25;False
F;False;False;False;7;True;FIBER OPTIC;False;False;False;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);69.85;515.45;False
